"model","iteration","gamma"
"GPT-5.6 Terra",4738,8.5363403860333
"GPT-5.6 Terra",4739,7.3876995726789
"GPT-5.6 Terra",4740,8.14828851187803
"GPT-5.6 Terra",4741,7.77181699676288
"GPT-5.6 Terra",4742,7.67969806690707
"GPT-5.6 Terra",4743,7.5758714786242
"GPT-5.6 Terra",4744,8.85054177535868
"GPT-5.6 Terra",4745,9.07961781087361
"GPT-5.6 Terra",4746,8.23427386922599
"GPT-5.6 Terra",4747,7.91642289199031
"GPT-5.6 Terra",4748,7.0295613696363
"GPT-5.6 Terra",4749,8.07154500381745
"GPT-5.6 Terra",4750,8.42609468735436
"GPT-5.6 Terra",4751,8.28906114692205
"GPT-5.6 Terra",4752,8.85627725018604
"GPT-5.6 Terra",4753,8.55613667081824
"GPT-5.6 Terra",4754,8.2254268326308
"GPT-5.6 Terra",4755,8.24194674141411
"GPT-5.6 Terra",4756,8.1688230756522
"GPT-5.6 Terra",4757,7.30006822866399
"GPT-5.6 Terra",4758,8.58235648988397
"GPT-5.6 Terra",4759,8.47605803017417
"GPT-5.6 Terra",4760,7.37554481864538
"GPT-5.6 Terra",4761,8.77693591221097
"GPT-5.6 Terra",4762,7.84317430467349
"GPT-5.6 Terra",4763,8.20930072521135
"GPT-5.6 Terra",4764,7.869613303408
"GPT-5.6 Terra",4765,8.53508626639116
"GPT-5.6 Terra",4766,8.58656808828269
"GPT-5.6 Terra",4767,7.18799323982848
"GPT-5.6 Terra",4768,8.97495278915392
"GPT-5.6 Terra",4769,8.60032502341309
"GPT-5.6 Terra",4770,7.54650453425884
"GPT-5.6 Terra",4771,7.66197640866581
"GPT-5.6 Terra",4772,7.53797147292323
"GPT-5.6 Terra",4773,8.40717516796975
"GPT-5.6 Terra",4774,8.78668020277463
"GPT-5.6 Terra",4775,8.52861051213438
"GPT-5.6 Terra",4776,8.06128670801497
"GPT-5.6 Terra",4777,8.31869937449595
"GPT-5.6 Terra",4778,7.9444163681116
"GPT-5.6 Terra",4779,8.07590524561909
"GPT-5.6 Terra",4780,8.65552225300258
"GPT-5.6 Terra",4781,8.467129949835
"GPT-5.6 Terra",4782,7.71213967332602
"GPT-5.6 Terra",4783,7.68133277967334
"GPT-5.6 Terra",4784,8.30807837215212
"GPT-5.6 Terra",4785,8.16383755543117
"GPT-5.6 Terra",4786,7.97481026835244
"GPT-5.6 Terra",4787,6.74764598047832
"GPT-5.6 Terra",4788,8.95949093303362
"GPT-5.6 Terra",4789,7.8206968164755
"GPT-5.6 Terra",4790,8.46328101298619
"GPT-5.6 Terra",4791,8.10051915099351
"GPT-5.6 Terra",4792,7.73342297893675
"GPT-5.6 Terra",4793,8.77788986851594
"GPT-5.6 Terra",4794,9.01967466040159
"GPT-5.6 Terra",4795,6.95942385369376
"GPT-5.6 Terra",4796,8.02376306666164
"GPT-5.6 Terra",4797,7.55327594505837
"GPT-5.6 Terra",4798,7.96020904472959
"GPT-5.6 Terra",4799,8.37902686286005
"GPT-5.6 Terra",4800,8.24194674141411
"GPT-5.6 Terra",4801,6.83343326475296
"GPT-5.6 Terra",4802,8.01040854922296
"GPT-5.6 Terra",4803,8.05181320802487
"GPT-5.6 Terra",4804,8.16771310125498
"GPT-5.6 Terra",4805,8.72760315672325
"GPT-5.6 Terra",4806,8.78146467702431
"GPT-5.6 Terra",4807,7.36029802696116
"GPT-5.6 Terra",4808,8.09656579704564
"GPT-5.6 Terra",4809,7.37996359031108
"GPT-5.6 Terra",4810,8.0918042320974
"GPT-5.6 Terra",4811,6.66946919054158
"GPT-5.6 Terra",4812,8.53171458935941
"GPT-5.6 Terra",4813,8.09656579704564
"GPT-5.6 Terra",4814,8.31869937449597
"GPT-5.6 Terra",4815,8.63773247240167
"GPT-5.6 Terra",4816,7.12171649728005
"GPT-5.6 Terra",4817,8.73919387993163
"GPT-5.6 Terra",4818,7.77845247259406
"GPT-5.6 Terra",4819,8.11376866433371
"GPT-5.6 Terra",4820,7.24057633981281
"GPT-5.6 Terra",4821,7.55327594505838
"GPT-5.6 Terra",4822,7.71262237557003
"GPT-5.6 Terra",4823,8.76111395474375
"GPT-5.6 Terra",4824,8.01155676403563
"GPT-5.6 Terra",4825,8.20568558526375
"GPT-5.6 Terra",4826,8.37900196739921
"GPT-5.6 Terra",4827,8.80786822292949
"GPT-5.6 Terra",4828,8.56089990132335
"GPT-5.6 Terra",4829,8.37657804392397
"GPT-5.6 Terra",4830,8.22460326381158
"GPT-5.6 Terra",4831,8.89800981313432
"GPT-5.6 Terra",4832,8.34265489624247
"GPT-5.6 Terra",4833,8.51804616324101
"GPT-5.6 Terra",4834,7.18063914430113
"GPT-5.6 Terra",4835,7.71235350482339
"GPT-5.6 Terra",4836,7.49342389921511
"GPT-5.6 Terra",4837,7.65066790708042
"GPT-5.6 Terra",4838,6.74290018171399
"GPT-5.6 Terra",4839,7.18014161843075
"GPT-5.6 Terra",4840,8.10787871878094
"GPT-5.6 Terra",4841,7.95266531242962
"GPT-5.6 Terra",4842,8.77356316001004
"GPT-5.6 Terra",4843,8.85627725018604
"GPT-5.6 Terra",4844,8.25571264419301
"GPT-5.6 Terra",4845,8.71036215925261
"GPT-5.6 Terra",4846,8.06455047311604
"GPT-5.6 Terra",4847,8.79515778652559
"GPT-5.6 Terra",4848,8.32060323160526
"GPT-5.6 Terra",4849,7.20077992044637
"GPT-5.6 Terra",4850,7.67649550220937
"GPT-5.6 Terra",4851,9.04983341588325
"GPT-5.6 Terra",4852,8.41253329265932
"GPT-5.6 Terra",4853,7.16864061564222
"GPT-5.6 Terra",4854,8.72454553037763
"GPT-5.6 Terra",4855,8.71148017460585
"GPT-5.6 Terra",4856,8.37657804392396
"GPT-5.6 Terra",4857,7.53624958228244
"GPT-5.6 Terra",4858,7.51290557503098
"GPT-5.6 Terra",4859,8.39144095032345
"GPT-5.6 Terra",4860,7.61128284749025
"GPT-5.6 Terra",4861,8.03072791297133
"GPT-5.6 Terra",4862,7.03295466406398
"GPT-5.6 Terra",4863,6.80372921038954
"GPT-5.6 Terra",4864,8.74794861715881
"GPT-5.6 Terra",4865,8.2113322445545
"GPT-5.6 Terra",4866,7.57840448183847
"GPT-5.6 Terra",4867,7.87844591855701
"GPT-5.6 Terra",4868,8.32530245387408
"GPT-5.6 Terra",4869,6.95610423010552
"GPT-5.6 Terra",4870,7.49190680575996
"GPT-5.6 Terra",4871,6.71366597110869
"GPT-5.6 Terra",4872,8.5513336537012
"GPT-5.6 Terra",4873,8.17202894687845
"GPT-5.6 Terra",4874,8.38589737829376
"GPT-5.6 Terra",4875,7.79138620715444
"GPT-5.6 Terra",4876,7.70553356468342
"GPT-5.6 Terra",4877,7.86649007038808
"GPT-5.6 Terra",4878,8.32059148546634
"GPT-5.6 Terra",4879,8.56116608460671
"GPT-5.6 Terra",4880,8.11697966823126
"GPT-5.6 Terra",4881,8.56293012098991
"GPT-5.6 Terra",4882,7.91369795647207
"GPT-5.6 Terra",4883,7.49342389921511
"GPT-5.6 Terra",4884,8.46540742604695
"GPT-5.6 Terra",4885,8.59045847214911
"GPT-5.6 Terra",4886,7.78872338750793
"GPT-5.6 Terra",4887,7.30006822866398
"GPT-5.6 Terra",4888,8.22984335206439
"GPT-5.6 Terra",4889,8.40770421281139
"GPT-5.6 Terra",4890,8.13761281321237
"GPT-5.6 Terra",4891,7.8796712305455
"GPT-5.6 Terra",4892,6.99556025431648
"GPT-5.6 Terra",4893,7.47535810652583
"GPT-5.6 Terra",4894,9.1826294967756
"GPT-5.6 Terra",4895,7.20077992044637
"GPT-5.6 Terra",4896,7.7915064914208
"GPT-5.6 Terra",4897,7.96072137756095
"GPT-5.6 Terra",4898,7.43074400923646
"GPT-5.6 Terra",4899,8.3126627970977
"GPT-5.6 Terra",4900,8.20592881801904
"GPT-5.6 Terra",4901,8.02712455628691
"GPT-5.6 Terra",4902,8.96567492689191
"GPT-5.6 Terra",4903,8.20626259011306
"GPT-5.6 Terra",4904,7.48077341549515
"GPT-5.6 Terra",4905,8.96620059289694
"GPT-5.6 Terra",4906,8.5675113111206
"GPT-5.6 Terra",4907,7.84312429272864
"GPT-5.6 Terra",4908,8.82559362843186
"GPT-5.6 Terra",4909,8.11908248562258
"GPT-5.6 Terra",4910,7.65270012756838
"GPT-5.6 Terra",4911,7.65359755496878
"GPT-5.6 Terra",4912,7.36647870999171
"GPT-5.6 Terra",4913,6.38867947492236
"GPT-5.6 Terra",4914,7.5758714786242
"GPT-5.6 Terra",4915,7.79629321368766
"GPT-5.6 Terra",4916,8.58361002995232
"GPT-5.6 Terra",4917,7.75829445396563
"GPT-5.6 Terra",4918,8.91250675420852
"GPT-5.6 Terra",4919,9.1659892467119
"GPT-5.6 Terra",4920,8.57562374740035
"GPT-5.6 Terra",4921,7.0933320531568
"GPT-5.6 Terra",4922,7.38640716701232
"GPT-5.6 Terra",4923,7.96311273221515
"GPT-5.6 Terra",4924,7.54978658317738
"GPT-5.6 Terra",4925,7.38574289029444
"GPT-5.6 Terra",4926,7.99156574831165
"GPT-5.6 Terra",4927,7.900815465239
"GPT-5.6 Terra",4928,7.31946279009283
"GPT-5.6 Terra",4929,7.68646473465718
"GPT-5.6 Terra",4930,8.33986543076714
"GPT-5.6 Terra",4931,8.33826920178469
"GPT-5.6 Terra",4932,7.44058681327091
"GPT-5.6 Terra",4933,6.75484903493102
"GPT-5.6 Terra",4934,8.54466983927556
"GPT-5.6 Terra",4935,8.12236445867301
"GPT-5.6 Terra",4936,8.70232363722944
"GPT-5.6 Terra",4937,8.17016027075978
"GPT-5.6 Terra",4938,8.69360751787567
"GPT-5.6 Terra",4939,8.51178411770826
"GPT-5.6 Terra",4940,8.42830681500919
"GPT-5.6 Terra",4941,7.73374999893083
"GPT-5.6 Terra",4942,6.92488613743451
"GPT-5.6 Terra",4943,8.72402004792533
"GPT-5.6 Terra",4944,7.75499315763644
"GPT-5.6 Terra",4945,7.59509816773848
"GPT-5.6 Terra",4946,7.88667108008656
"GPT-5.6 Terra",4947,8.37198741745745
"GPT-5.6 Terra",4948,8.02224470449833
"GPT-5.6 Terra",4949,8.02419318230446
"GPT-5.6 Terra",4950,8.88460439475093
"GPT-5.6 Terra",4951,7.36624663229435
"GPT-5.6 Terra",4952,7.93869296353279
"GPT-5.6 Terra",4953,7.74260589095329
"GPT-5.6 Terra",4954,7.73782078358418
"GPT-5.6 Terra",4955,8.88520520616177
"GPT-5.6 Terra",4956,8.899875587066
"GPT-5.6 Terra",4957,7.76260218673343
"GPT-5.6 Terra",4958,8.37441825072564
"GPT-5.6 Terra",4959,8.06850148848186
"GPT-5.6 Terra",4960,7.45121439683241
"GPT-5.6 Terra",4961,8.5309933544755
"GPT-5.6 Terra",4962,8.38873322612156
"GPT-5.6 Terra",4963,8.44963837541386
"GPT-5.6 Terra",4964,7.48490896608751
"GPT-5.6 Terra",4965,8.50802638185722
"GPT-5.6 Terra",4966,8.89446367955517
"GPT-5.6 Terra",4967,7.97472465350625
"GPT-5.6 Terra",4968,7.80353424236482
"GPT-5.6 Terra",4969,8.65151830660271
"GPT-5.6 Terra",4970,8.48304900206145
"GPT-5.6 Terra",4971,8.75315645869881
"GPT-5.6 Terra",4972,6.79925941570561
"GPT-5.6 Terra",4973,8.34946965666229
"GPT-5.6 Terra",4974,8.46328039981472
"GPT-5.6 Terra",4975,8.60434893329857
"GPT-5.6 Terra",4976,7.96216952724736
"GPT-5.6 Terra",4977,7.35237329036118
"GPT-5.6 Terra",4978,7.900815465239
"GPT-5.6 Terra",4979,7.94822615966132
"GPT-5.6 Terra",4980,8.81044270002901
"GPT-5.6 Terra",4981,7.07836468036135
"GPT-5.6 Terra",4982,7.16751263223133
"GPT-5.6 Terra",4983,8.53660600206617
"GPT-5.6 Terra",4984,8.22460326381158
"GPT-5.6 Terra",4985,8.65141141452403
"GPT-5.6 Terra",4986,7.75499315763645
"GPT-5.6 Terra",4987,8.01279453536667
"GPT-5.6 Terra",4988,7.65359755496876
"GPT-5.6 Terra",4989,8.63949400560504
"GPT-5.6 Terra",4990,7.66617217355696
"GPT-5.6 Terra",4991,7.51781839924907
"GPT-5.6 Terra",4992,8.55213376815159
"GPT-5.6 Terra",4993,7.73782078358418
"GPT-5.6 Terra",4994,8.33808524210114
"GPT-5.6 Terra",4995,7.94334869572097
"GPT-5.6 Terra",4996,7.75702285091623
"GPT-5.6 Terra",4997,8.7338511870775
"GPT-5.6 Terra",4998,8.66884726956773
"GPT-5.6 Terra",4999,8.28244209022655
"GPT-5.6 Terra",5000,9.95608896041974
"GPT-5.6 Sol",1,10.3352100936103
"GPT-5.6 Sol",2,9.94737499457904
"GPT-5.6 Sol",3,10.7539771098321
"GPT-5.6 Sol",4,10.7633037706686
"GPT-5.6 Sol",5,10.8837022707309
"GPT-5.6 Sol",6,10.345033441387
"GPT-5.6 Sol",7,10.6474859946338
"GPT-5.6 Sol",8,9.51144314338155
"GPT-5.6 Sol",9,11.0710330375251
"GPT-5.6 Sol",10,10.3352100936104
"GPT-5.6 Sol",11,10.7768882811509
"GPT-5.6 Sol",12,9.93986648966948
"GPT-5.6 Sol",13,9.36017554883366
"GPT-5.6 Sol",14,9.86760476564488
"GPT-5.6 Sol",15,10.5343699481958
"GPT-5.6 Sol",16,10.3225622817744
"GPT-5.6 Sol",17,10.300033870372
"GPT-5.6 Sol",18,11.238200437039
"GPT-5.6 Sol",19,9.9189334662231
"GPT-5.6 Sol",20,11.5212770786578
"GPT-5.6 Sol",21,10.345033441387
"GPT-5.6 Sol",22,10.3896536952109
"GPT-5.6 Sol",23,10.2626558725261
"GPT-5.6 Sol",24,10.3775865545058
"GPT-5.6 Sol",25,9.87577544140309
"GPT-5.6 Sol",26,9.95242405518871
"GPT-5.6 Sol",27,10.7377160750307
"GPT-5.6 Sol",28,10.3837005032773
"GPT-5.6 Sol",29,10.3656480090185
"GPT-5.6 Sol",30,9.95404635350374
"GPT-5.6 Sol",31,10.5660729206888
"GPT-5.6 Sol",32,9.94737499457904
"GPT-5.6 Sol",33,10.5254793915364
"GPT-5.6 Sol",34,10.9179107334898
"GPT-5.6 Sol",35,9.48011758467263
"GPT-5.6 Sol",36,10.3837005032773
"GPT-5.6 Sol",37,10.6584681523474
"GPT-5.6 Sol",38,10.9588896989268
"GPT-5.6 Sol",39,10.5381427677938
"GPT-5.6 Sol",40,10.5254793915364
"GPT-5.6 Sol",41,10.1230010706439
"GPT-5.6 Sol",42,9.48011758467262
"GPT-5.6 Sol",43,9.94737499457904
"GPT-5.6 Sol",44,9.36017554883366
"GPT-5.6 Sol",45,11.1002029146439
"GPT-5.6 Sol",46,11.4561589861272
"GPT-5.6 Sol",47,10.9588896989268
"GPT-5.6 Sol",48,10.3819097577458
"GPT-5.6 Sol",49,11.0710330375251
"GPT-5.6 Sol",50,10.1230010706439
"GPT-5.6 Sol",51,10.3225622817744
"GPT-5.6 Sol",52,11.1002029146439
"GPT-5.6 Sol",53,9.87577544140309
"GPT-5.6 Sol",54,10.345033441387
"GPT-5.6 Sol",55,10.8767151371933
"GPT-5.6 Sol",56,11.238200437039
"GPT-5.6 Sol",57,10.5254793915364
"GPT-5.6 Sol",58,10.9179107334898
"GPT-5.6 Sol",59,10.3352100936103
"GPT-5.6 Sol",60,9.4343680312691
"GPT-5.6 Sol",61,10.3710133478687
"GPT-5.6 Sol",62,10.6167739554412
"GPT-5.6 Sol",63,9.91893346622309
"GPT-5.6 Sol",64,11.4561589861272
"GPT-5.6 Sol",65,10.7539771098321
"GPT-5.6 Sol",66,11.0574713791082
"GPT-5.6 Sol",67,10.3000338703721
"GPT-5.6 Sol",68,9.86760476564488
"GPT-5.6 Sol",69,13.6101511655672
"GPT-5.6 Sol",70,14.5408501477885
"GPT-5.6 Sol",71,9.95185373690769
"GPT-5.6 Sol",72,11.4561589861272
"GPT-5.6 Sol",73,11.0710330375251
"GPT-5.6 Sol",74,10.7505767897421
"GPT-5.6 Sol",75,9.87577544140308
"GPT-5.6 Sol",76,9.87577544140309
"GPT-5.6 Sol",77,10.6474859946339
"GPT-5.6 Sol",78,10.6237040041706
"GPT-5.6 Sol",79,10.1093244731548
"GPT-5.6 Sol",80,9.74933123124823
"GPT-5.6 Sol",81,10.7505767897421
"GPT-5.6 Sol",82,8.88112457646588
"GPT-5.6 Sol",83,9.41262522234522
"GPT-5.6 Sol",84,9.51144314338157
"GPT-5.6 Sol",85,11.0710330375251
"GPT-5.6 Sol",86,11.238200437039
"GPT-5.6 Sol",87,10.3837005032773
"GPT-5.6 Sol",88,8.87395954116849
"GPT-5.6 Sol",89,10.6584681523474
"GPT-5.6 Sol",90,9.95185373690769
"GPT-5.6 Sol",91,11.238200437039
"GPT-5.6 Sol",92,11.1002029146439
"GPT-5.6 Sol",93,10.6237040041706
"GPT-5.6 Sol",94,8.97215729865538
"GPT-5.6 Sol",95,10.5343699481958
"GPT-5.6 Sol",96,14.726930538161
"GPT-5.6 Sol",97,10.7633037706686
"GPT-5.6 Sol",98,10.3656480090185
"GPT-5.6 Sol",99,10.3896536952109
"GPT-5.6 Sol",100,10.3225622817744
"GPT-5.6 Sol",101,11.798666340645
"GPT-5.6 Sol",102,9.48250006735469
"GPT-5.6 Sol",103,10.8837022707309
"GPT-5.6 Sol",104,10.7633037706686
"GPT-5.6 Sol",105,9.87577544140309
"GPT-5.6 Sol",106,13.0368732413864
"GPT-5.6 Sol",107,10.4070328163338
"GPT-5.6 Sol",108,10.2842244890552
"GPT-5.6 Sol",109,10.7539771098321
"GPT-5.6 Sol",110,10.8003528076881
"GPT-5.6 Sol",111,10.345033441387
"GPT-5.6 Sol",112,10.3837005032773
"GPT-5.6 Sol",113,9.9518537369077
"GPT-5.6 Sol",114,10.3000338703721
"GPT-5.6 Sol",115,10.5998615570674
"GPT-5.6 Sol",116,10.300033870372
"GPT-5.6 Sol",117,10.5343699481958
"GPT-5.6 Sol",118,9.42421844699289
"GPT-5.6 Sol",119,13.6101511655672
"GPT-5.6 Sol",120,11.238200437039
"GPT-5.6 Sol",121,10.300033870372
"GPT-5.6 Sol",122,10.0419950698496
"GPT-5.6 Sol",123,9.43436803126909
"GPT-5.6 Sol",124,10.3775865545058
"GPT-5.6 Sol",125,10.7505767897421
"GPT-5.6 Sol",126,10.0419950698495
"GPT-5.6 Sol",127,10.7633037706686
"GPT-5.6 Sol",128,11.9682132787709
"GPT-5.6 Sol",129,10.3837005032773
"GPT-5.6 Sol",130,9.50480442576221
"GPT-5.6 Sol",131,8.91319705698196
"GPT-5.6 Sol",132,10.3896536952109
"GPT-5.6 Sol",133,9.50480442576221
"GPT-5.6 Sol",134,9.41262522234522
"GPT-5.6 Sol",135,11.1002029146439
"GPT-5.6 Sol",136,10.7633037706687
"GPT-5.6 Sol",137,9.51144314338155
"GPT-5.6 Sol",138,8.97215729865538
"GPT-5.6 Sol",139,11.6373905638775
"GPT-5.6 Sol",140,10.3710133478687
"GPT-5.6 Sol",141,10.345033441387
"GPT-5.6 Sol",142,10.0017798978681
"GPT-5.6 Sol",143,10.4070328163338
"GPT-5.6 Sol",144,10.3656480090185
"GPT-5.6 Sol",145,9.41262522234523
"GPT-5.6 Sol",146,10.6167739554413
"GPT-5.6 Sol",147,9.86760476564488
"GPT-5.6 Sol",148,8.91319705698195
"GPT-5.6 Sol",149,11.0710330375251
"GPT-5.6 Sol",150,11.1002029146439
"GPT-5.6 Sol",151,10.5095836731962
"GPT-5.6 Sol",152,11.238200437039
"GPT-5.6 Sol",153,9.95704518849954
"GPT-5.6 Sol",154,10.5660729206888
"GPT-5.6 Sol",155,9.94737499457903
"GPT-5.6 Sol",156,11.5212770786578
"GPT-5.6 Sol",157,9.8676047656449
"GPT-5.6 Sol",158,11.361027478778
"GPT-5.6 Sol",159,10.3225622817744
"GPT-5.6 Sol",160,9.95704518849955
"GPT-5.6 Sol",161,10.9588896989268
"GPT-5.6 Sol",162,10.3837005032773
"GPT-5.6 Sol",163,10.345033441387
"GPT-5.6 Sol",164,9.95242405518869
"GPT-5.6 Sol",165,9.4343680312691
"GPT-5.6 Sol",166,11.5212770786578
"GPT-5.6 Sol",167,10.7505767897421
"GPT-5.6 Sol",168,10.3837005032773
"GPT-5.6 Sol",169,10.6167739554412
"GPT-5.6 Sol",170,11.361027478778
"GPT-5.6 Sol",171,10.4070328163338
"GPT-5.6 Sol",172,10.7539771098321
"GPT-5.6 Sol",173,12.4240257032499
"GPT-5.6 Sol",174,11.1002029146439
"GPT-5.6 Sol",175,10.9588896989268
"GPT-5.6 Sol",176,10.5343699481958
"GPT-5.6 Sol",177,9.8757754414031
"GPT-5.6 Sol",178,11.0710330375251
"GPT-5.6 Sol",179,9.42421844699287
"GPT-5.6 Sol",180,11.1002029146439
"GPT-5.6 Sol",181,11.798666340645
"GPT-5.6 Sol",182,9.95404635350375
"GPT-5.6 Sol",183,10.6167739554413
"GPT-5.6 Sol",184,9.50642049380884
"GPT-5.6 Sol",185,10.8767151371932
"GPT-5.6 Sol",186,10.4299739167317
"GPT-5.6 Sol",187,10.0676783368915
"GPT-5.6 Sol",188,9.86760476564488
"GPT-5.6 Sol",189,10.6237040041706
"GPT-5.6 Sol",190,10.3837005032773
"GPT-5.6 Sol",191,9.87577544140308
"GPT-5.6 Sol",192,10.7633037706686
"GPT-5.6 Sol",193,9.50642049380885
"GPT-5.6 Sol",194,10.3819097577458
"GPT-5.6 Sol",195,9.29273548805041
"GPT-5.6 Sol",196,10.3000338703721
"GPT-5.6 Sol",197,10.8003528076881
"GPT-5.6 Sol",198,10.0017798978681
"GPT-5.6 Sol",199,9.95704518849954
"GPT-5.6 Sol",200,9.50642049380884
"GPT-5.6 Sol",201,9.50642049380884
"GPT-5.6 Sol",202,10.345033441387
"GPT-5.6 Sol",203,9.87577544140309
"GPT-5.6 Sol",204,9.94737499457904
"GPT-5.6 Sol",205,10.3837005032773
"GPT-5.6 Sol",206,11.798666340645
"GPT-5.6 Sol",207,10.345033441387
"GPT-5.6 Sol",208,11.238200437039
"GPT-5.6 Sol",209,9.4242184469929
"GPT-5.6 Sol",210,10.7633037706686
"GPT-5.6 Sol",211,11.3705680863065
"GPT-5.6 Sol",212,11.4561589861272
"GPT-5.6 Sol",213,9.86760476564488
"GPT-5.6 Sol",214,10.345033441387
"GPT-5.6 Sol",215,9.50642049380883
"GPT-5.6 Sol",216,11.6373905638775
"GPT-5.6 Sol",217,9.94737499457904
"GPT-5.6 Sol",218,9.2927354880504
"GPT-5.6 Sol",219,9.92438765873423
"GPT-5.6 Sol",220,12.4240257032499
"GPT-5.6 Sol",221,9.93692216127654
"GPT-5.6 Sol",222,10.3710133478687
"GPT-5.6 Sol",223,10.345033441387
"GPT-5.6 Sol",224,9.4242184469929
"GPT-5.6 Sol",225,9.48011758467262
"GPT-5.6 Sol",226,11.0710330375251
"GPT-5.6 Sol",227,10.6237040041706
"GPT-5.6 Sol",228,11.798666340645
"GPT-5.6 Sol",229,9.95242405518868
"GPT-5.6 Sol",230,11.4561589861272
"GPT-5.6 Sol",231,10.8837022707309
"GPT-5.6 Sol",232,10.7633037706686
"GPT-5.6 Sol",233,9.42421844699289
"GPT-5.6 Sol",234,10.8837022707309
"GPT-5.6 Sol",235,9.95242405518871
"GPT-5.6 Sol",236,8.97215729865538
"GPT-5.6 Sol",237,10.1093244731547
"GPT-5.6 Sol",238,9.95242405518869
"GPT-5.6 Sol",239,10.3837005032773
"GPT-5.6 Sol",240,10.0419950698496
"GPT-5.6 Sol",241,11.238200437039
"GPT-5.6 Sol",242,10.345033441387
"GPT-5.6 Sol",243,11.238200437039
"GPT-5.6 Sol",244,10.8767151371932
"GPT-5.6 Sol",245,9.95704518849954
"GPT-5.6 Sol",246,10.7505767897421
"GPT-5.6 Sol",247,10.345033441387
"GPT-5.6 Sol",248,10.345033441387
"GPT-5.6 Sol",249,10.3225622817744
"GPT-5.6 Sol",250,9.94488005671528
"GPT-5.6 Sol",251,11.1002029146439
"GPT-5.6 Sol",252,9.94737499457905
"GPT-5.6 Sol",253,11.5212770786578
"GPT-5.6 Sol",254,9.48011758467263
"GPT-5.6 Sol",255,10.4070328163338
"GPT-5.6 Sol",256,9.42421844699289
"GPT-5.6 Sol",257,11.238200437039
"GPT-5.6 Sol",258,10.6584681523474
"GPT-5.6 Sol",259,9.92438765873421
"GPT-5.6 Sol",260,10.6474859946338
"GPT-5.6 Sol",261,11.1263670822009
"GPT-5.6 Sol",262,11.238200437039
"GPT-5.6 Sol",263,10.2842244890552
"GPT-5.6 Sol",264,9.95242405518871
"GPT-5.6 Sol",265,9.4242184469929
"GPT-5.6 Sol",266,10.5998615570674
"GPT-5.6 Sol",267,10.6237040041706
"GPT-5.6 Sol",268,10.6474859946338
"GPT-5.6 Sol",269,10.3225622817744
"GPT-5.6 Sol",270,9.86760476564489
"GPT-5.6 Sol",271,9.95242405518869
"GPT-5.6 Sol",272,10.6237040041706
"GPT-5.6 Sol",273,11.798666340645
"GPT-5.6 Sol",274,9.86760476564488
"GPT-5.6 Sol",275,10.3819097577457
"GPT-5.6 Sol",276,9.94737499457905
"GPT-5.6 Sol",277,9.3613402501134
"GPT-5.6 Sol",278,10.8003528076881
"GPT-5.6 Sol",279,11.4561589861272
"GPT-5.6 Sol",280,11.1002029146439
"GPT-5.6 Sol",281,10.7505767897421
"GPT-5.6 Sol",282,10.8003528076881
"GPT-5.6 Sol",283,9.50480442576223
"GPT-5.6 Sol",284,9.95404635350374
"GPT-5.6 Sol",285,10.3710133478687
"GPT-5.6 Sol",286,10.2842244890552
"GPT-5.6 Sol",287,10.328041834675
"GPT-5.6 Sol",288,10.3819097577458
"GPT-5.6 Sol",289,9.9518537369077
"GPT-5.6 Sol",290,11.238200437039
"GPT-5.6 Sol",291,10.8003528076881
"GPT-5.6 Sol",292,10.0419950698496
"GPT-5.6 Sol",293,8.29225922148075
"GPT-5.6 Sol",294,9.94737499457905
"GPT-5.6 Sol",295,8.96685648539082
"GPT-5.6 Sol",296,12.7321286597345
"GPT-5.6 Sol",297,9.50642049380884
"GPT-5.6 Sol",298,11.6373905638775
"GPT-5.6 Sol",299,10.0017798978681
"GPT-5.6 Sol",300,10.3775865545058
"GPT-5.6 Sol",301,10.7449392727816
"GPT-5.6 Sol",302,10.9179107334898
"GPT-5.6 Sol",303,10.6584681523474
"GPT-5.6 Sol",304,10.3225622817744
"GPT-5.6 Sol",305,10.5660729206888
"GPT-5.6 Sol",306,9.91893346622311
"GPT-5.6 Sol",307,10.3837005032773
"GPT-5.6 Sol",308,11.798666340645
"GPT-5.6 Sol",309,10.5660729206888
"GPT-5.6 Sol",310,11.0574713791082
"GPT-5.6 Sol",311,9.95704518849954
"GPT-5.6 Sol",312,10.7633037706686
"GPT-5.6 Sol",313,10.828755176677
"GPT-5.6 Sol",314,11.361027478778
"GPT-5.6 Sol",315,10.6584681523474
"GPT-5.6 Sol",316,11.9682132787709
"GPT-5.6 Sol",317,10.8767151371933
"GPT-5.6 Sol",318,11.4561589861272
"GPT-5.6 Sol",319,10.3775865545058
"GPT-5.6 Sol",320,9.45877894834646
"GPT-5.6 Sol",321,8.28097796708107
"GPT-5.6 Sol",322,10.3225622817744
"GPT-5.6 Sol",323,10.4070328163338
"GPT-5.6 Sol",324,11.0710330375251
"GPT-5.6 Sol",325,10.5343699481958
"GPT-5.6 Sol",326,8.96685648539082
"GPT-5.6 Sol",327,9.93208460165023
"GPT-5.6 Sol",328,10.8003528076881
"GPT-5.6 Sol",329,10.5660729206888
"GPT-5.6 Sol",330,10.3837005032773
"GPT-5.6 Sol",331,9.51144314338155
"GPT-5.6 Sol",332,10.0419950698495
"GPT-5.6 Sol",333,10.3819097577458
"GPT-5.6 Sol",334,9.95404635350374
"GPT-5.6 Sol",335,10.3837005032773
