"model","estimator","iteration","gamma","any_parameter_boundary"
"GPT-5.6 Terra","Spike + contention",188,7.34836215485033,FALSE
"GPT-5.6 Terra","Spike + contention",189,7.32762017813836,FALSE
"GPT-5.6 Terra","Spike + contention",190,7.46221969556273,TRUE
"GPT-5.6 Terra","Spike + contention",191,7.39571731212558,FALSE
"GPT-5.6 Terra","Spike + contention",192,7.31170801055243,FALSE
"GPT-5.6 Terra","Spike + contention",193,8.22275788040191,FALSE
"GPT-5.6 Terra","Spike + contention",194,7.361365603007,FALSE
"GPT-5.6 Terra","Spike + contention",195,6.75099717308077,FALSE
"GPT-5.6 Terra","Spike + contention",196,7.32338884530364,FALSE
"GPT-5.6 Terra","Spike + contention",197,8.40271817833636,FALSE
"GPT-5.6 Terra","Spike + contention",198,7.97942515649686,FALSE
"GPT-5.6 Terra","Spike + contention",199,7.52638200816555,FALSE
"GPT-5.6 Terra","Spike + contention",200,6.95273688605791,FALSE
"GPT-5.6 Sol","Stochastic frontier",1,10.4990303137313,FALSE
"GPT-5.6 Sol","Stochastic frontier",2,10.5619287929614,FALSE
"GPT-5.6 Sol","Stochastic frontier",3,8.86212977753059,FALSE
"GPT-5.6 Sol","Stochastic frontier",4,10.4057144681689,FALSE
"GPT-5.6 Sol","Stochastic frontier",5,10.7580696027933,FALSE
"GPT-5.6 Sol","Stochastic frontier",6,9.86344642837525,FALSE
"GPT-5.6 Sol","Stochastic frontier",7,10.9498785854715,FALSE
"GPT-5.6 Sol","Stochastic frontier",8,10.7580696027859,FALSE
"GPT-5.6 Sol","Stochastic frontier",9,9.76505418513081,FALSE
"GPT-5.6 Sol","Stochastic frontier",10,11.0839393188667,FALSE
"GPT-5.6 Sol","Stochastic frontier",11,10.6503068796103,FALSE
"GPT-5.6 Sol","Stochastic frontier",12,12.6439300658741,FALSE
"GPT-5.6 Sol","Stochastic frontier",13,9.97892493577339,FALSE
"GPT-5.6 Sol","Stochastic frontier",14,12.1988793014654,TRUE
"GPT-5.6 Sol","Stochastic frontier",15,10.0316891331833,FALSE
"GPT-5.6 Sol","Stochastic frontier",16,10.9399955300244,FALSE
"GPT-5.6 Sol","Stochastic frontier",17,11.342011661243,FALSE
"GPT-5.6 Sol","Stochastic frontier",18,12.1987455108118,TRUE
"GPT-5.6 Sol","Stochastic frontier",19,9.63890855978698,FALSE
"GPT-5.6 Sol","Stochastic frontier",20,11.062414174832,FALSE
"GPT-5.6 Sol","Stochastic frontier",21,11.7271297029136,FALSE
"GPT-5.6 Sol","Stochastic frontier",22,10.4057144681834,FALSE
"GPT-5.6 Sol","Stochastic frontier",23,11.4130131945697,FALSE
"GPT-5.6 Sol","Stochastic frontier",24,10.5321371506512,FALSE
"GPT-5.6 Sol","Stochastic frontier",25,10.6434934946283,FALSE
"GPT-5.6 Sol","Stochastic frontier",26,10.5715013513154,FALSE
"GPT-5.6 Sol","Stochastic frontier",27,10.1154197859235,FALSE
"GPT-5.6 Sol","Stochastic frontier",28,10.5624506315314,FALSE
"GPT-5.6 Sol","Stochastic frontier",29,10.8757505103342,FALSE
"GPT-5.6 Sol","Stochastic frontier",30,12.1100646773428,FALSE
"GPT-5.6 Sol","Stochastic frontier",31,10.7605108896296,FALSE
"GPT-5.6 Sol","Stochastic frontier",32,11.4367952766639,FALSE
"GPT-5.6 Sol","Stochastic frontier",33,8.31488521991981,TRUE
"GPT-5.6 Sol","Stochastic frontier",34,11.1848796928099,FALSE
"GPT-5.6 Sol","Stochastic frontier",35,11.4360828791314,FALSE
"GPT-5.6 Sol","Stochastic frontier",36,10.0176008835877,FALSE
"GPT-5.6 Sol","Stochastic frontier",37,9.63071194400698,FALSE
"GPT-5.6 Sol","Stochastic frontier",38,10.593806081317,FALSE
"GPT-5.6 Sol","Stochastic frontier",39,10.0838190358972,FALSE
"GPT-5.6 Sol","Stochastic frontier",40,10.0178224522691,FALSE
"GPT-5.6 Sol","Stochastic frontier",41,10.5151249268909,FALSE
"GPT-5.6 Sol","Stochastic frontier",42,9.98078709321683,FALSE
"GPT-5.6 Sol","Stochastic frontier",43,10.9400098193715,FALSE
"GPT-5.6 Sol","Stochastic frontier",44,12.8957881816567,FALSE
"GPT-5.6 Sol","Stochastic frontier",45,10.0314127562533,FALSE
"GPT-5.6 Sol","Stochastic frontier",46,9.76522824337385,FALSE
"GPT-5.6 Sol","Stochastic frontier",47,10.0640997672509,FALSE
"GPT-5.6 Sol","Stochastic frontier",48,9.63071194400698,FALSE
"GPT-5.6 Sol","Stochastic frontier",49,10.5617810563999,FALSE
"GPT-5.6 Sol","Stochastic frontier",50,10.4059699511701,FALSE
"GPT-5.6 Sol","Stochastic frontier",51,10.5617955042216,FALSE
"GPT-5.6 Sol","Stochastic frontier",52,10.5321371506484,FALSE
"GPT-5.6 Sol","Stochastic frontier",53,10.593970779833,FALSE
"GPT-5.6 Sol","Stochastic frontier",54,11.4130131945683,FALSE
"GPT-5.6 Sol","Stochastic frontier",55,11.5809683061464,FALSE
"GPT-5.6 Sol","Stochastic frontier",56,12.6982386125102,FALSE
"GPT-5.6 Sol","Stochastic frontier",57,11.6275555169458,FALSE
"GPT-5.6 Sol","Stochastic frontier",58,11.1406689305991,FALSE
"GPT-5.6 Sol","Stochastic frontier",59,11.1848796929258,FALSE
"GPT-5.6 Sol","Stochastic frontier",60,11.2423372618314,FALSE
"GPT-5.6 Sol","Stochastic frontier",61,12.1100646773506,FALSE
"GPT-5.6 Sol","Stochastic frontier",62,10.8660149118273,FALSE
"GPT-5.6 Sol","Stochastic frontier",63,11.3420116612475,FALSE
"GPT-5.6 Sol","Stochastic frontier",64,9.98102710703311,FALSE
"GPT-5.6 Sol","Stochastic frontier",65,9.98095133573635,FALSE
"GPT-5.6 Sol","Stochastic frontier",66,12.6436210971357,FALSE
"GPT-5.6 Sol","Stochastic frontier",67,10.8366974548101,FALSE
"GPT-5.6 Sol","Stochastic frontier",68,9.14835687470817,FALSE
"GPT-5.6 Sol","Stochastic frontier",69,10.5150312537215,FALSE
"GPT-5.6 Sol","Stochastic frontier",70,10.9400419841714,FALSE
"GPT-5.6 Sol","Stochastic frontier",71,11.4128951404332,FALSE
"GPT-5.6 Sol","Stochastic frontier",72,11.0841624695833,FALSE
"GPT-5.6 Sol","Stochastic frontier",73,10.6557622705983,FALSE
"GPT-5.6 Sol","Stochastic frontier",74,11.2424869860154,FALSE
"GPT-5.6 Sol","Stochastic frontier",75,10.7785142190513,FALSE
"GPT-5.6 Sol","Stochastic frontier",76,10.4131828885382,TRUE
"GPT-5.6 Sol","Stochastic frontier",77,12.1151821753545,FALSE
"GPT-5.6 Sol","Stochastic frontier",78,10.4209760557339,FALSE
"GPT-5.6 Sol","Stochastic frontier",79,12.4350277638231,FALSE
"GPT-5.6 Sol","Stochastic frontier",80,9.60685269593947,FALSE
"GPT-5.6 Sol","Stochastic frontier",81,8.98410410300606,FALSE
"GPT-5.6 Sol","Stochastic frontier",82,10.4567681474699,FALSE
"GPT-5.6 Sol","Stochastic frontier",83,9.69720852208078,TRUE
"GPT-5.6 Sol","Stochastic frontier",84,10.1173805747002,FALSE
"GPT-5.6 Sol","Stochastic frontier",85,10.8468796313666,FALSE
"GPT-5.6 Sol","Stochastic frontier",86,10.787602430344,FALSE
"GPT-5.6 Sol","Stochastic frontier",87,10.5151249269191,FALSE
"GPT-5.6 Sol","Stochastic frontier",88,11.242337261827,FALSE
"GPT-5.6 Sol","Stochastic frontier",89,10.4567681474734,FALSE
"GPT-5.6 Sol","Stochastic frontier",90,10.8757505103342,FALSE
"GPT-5.6 Sol","Stochastic frontier",91,10.1360079350627,FALSE
"GPT-5.6 Sol","Stochastic frontier",92,10.1572571550418,FALSE
"GPT-5.6 Sol","Stochastic frontier",93,10.6503881355094,FALSE
"GPT-5.6 Sol","Stochastic frontier",94,12.4350277638226,FALSE
"GPT-5.6 Sol","Stochastic frontier",95,9.97854017569646,FALSE
"GPT-5.6 Sol","Stochastic frontier",96,10.5685761126663,FALSE
"GPT-5.6 Sol","Stochastic frontier",97,10.456768147473,FALSE
"GPT-5.6 Sol","Stochastic frontier",98,12.6436210971357,FALSE
"GPT-5.6 Sol","Stochastic frontier",99,10.7785155131147,FALSE
"GPT-5.6 Sol","Stochastic frontier",100,10.8366974547872,FALSE
"GPT-5.6 Sol","Stochastic frontier",101,12.2434244767073,FALSE
"GPT-5.6 Sol","Stochastic frontier",102,10.5151249268501,FALSE
"GPT-5.6 Sol","Stochastic frontier",103,10.571304724987,FALSE
"GPT-5.6 Sol","Stochastic frontier",104,10.4210342697039,FALSE
"GPT-5.6 Sol","Stochastic frontier",105,10.5713047249992,FALSE
"GPT-5.6 Sol","Stochastic frontier",106,10.8367770993267,FALSE
"GPT-5.6 Sol","Stochastic frontier",107,10.3662943307751,TRUE
"GPT-5.6 Sol","Stochastic frontier",108,10.2765240942289,FALSE
"GPT-5.6 Sol","Stochastic frontier",109,10.5224876653511,FALSE
"GPT-5.6 Sol","Stochastic frontier",110,9.76493400531867,FALSE
"GPT-5.6 Sol","Stochastic frontier",111,10.7784987166775,FALSE
"GPT-5.6 Sol","Stochastic frontier",112,10.0178224522828,FALSE
"GPT-5.6 Sol","Stochastic frontier",113,10.15817710072,FALSE
"GPT-5.6 Sol","Stochastic frontier",114,10.949878585503,FALSE
"GPT-5.6 Sol","Stochastic frontier",115,9.98078709310831,FALSE
"GPT-5.6 Sol","Stochastic frontier",116,10.7784987166808,FALSE
"GPT-5.6 Sol","Stochastic frontier",117,11.412895140442,FALSE
"GPT-5.6 Sol","Stochastic frontier",118,10.7605108264496,FALSE
"GPT-5.6 Sol","Stochastic frontier",119,12.6982386126382,FALSE
"GPT-5.6 Sol","Stochastic frontier",120,10.0747261233248,FALSE
"GPT-5.6 Sol","Stochastic frontier",121,10.6161551251997,FALSE
"GPT-5.6 Sol","Stochastic frontier",122,10.8469127769431,FALSE
"GPT-5.6 Sol","Stochastic frontier",123,11.5809683063044,FALSE
"GPT-5.6 Sol","Stochastic frontier",124,10.67713022254,FALSE
"GPT-5.6 Sol","Stochastic frontier",125,9.69080908038125,FALSE
"GPT-5.6 Sol","Stochastic frontier",126,11.3420576416315,FALSE
"GPT-5.6 Sol","Stochastic frontier",127,10.49903031371,FALSE
"GPT-5.6 Sol","Stochastic frontier",128,11.3420116612103,FALSE
"GPT-5.6 Sol","Stochastic frontier",129,9.76493400526342,FALSE
"GPT-5.6 Sol","Stochastic frontier",130,10.5148368150793,FALSE
"GPT-5.6 Sol","Stochastic frontier",131,9.97854017571103,FALSE
"GPT-5.6 Sol","Stochastic frontier",132,10.5652326747814,FALSE
"GPT-5.6 Sol","Stochastic frontier",133,10.1354412250507,FALSE
"GPT-5.6 Sol","Stochastic frontier",134,10.6527802574053,FALSE
"GPT-5.6 Sol","Stochastic frontier",135,10.5551969850206,FALSE
"GPT-5.6 Sol","Stochastic frontier",136,10.6527981936431,FALSE
"GPT-5.6 Sol","Stochastic frontier",137,9.63890855978384,FALSE
"GPT-5.6 Sol","Stochastic frontier",138,10.0838190358972,FALSE
"GPT-5.6 Sol","Stochastic frontier",139,10.5685761126549,FALSE
"GPT-5.6 Sol","Stochastic frontier",140,9.41510921070853,FALSE
"GPT-5.6 Sol","Stochastic frontier",141,8.86212977758828,FALSE
"GPT-5.6 Sol","Stochastic frontier",142,10.6771302233054,FALSE
"GPT-5.6 Sol","Stochastic frontier",143,12.1151900469149,FALSE
"GPT-5.6 Sol","Stochastic frontier",144,9.76493400538547,FALSE
"GPT-5.6 Sol","Stochastic frontier",145,10.778514219046,FALSE
"GPT-5.6 Sol","Stochastic frontier",146,10.1157179272665,FALSE
"GPT-5.6 Sol","Stochastic frontier",147,11.0839393188647,FALSE
"GPT-5.6 Sol","Stochastic frontier",148,10.0843397809902,FALSE
"GPT-5.6 Sol","Stochastic frontier",149,9.34536023343366,FALSE
"GPT-5.6 Sol","Stochastic frontier",150,12.2433762212517,FALSE
"GPT-5.6 Sol","Stochastic frontier",151,10.5223433147014,FALSE
"GPT-5.6 Sol","Stochastic frontier",152,11.0624141748458,FALSE
"GPT-5.6 Sol","Stochastic frontier",153,11.412916326185,FALSE
"GPT-5.6 Sol","Stochastic frontier",154,10.4059699511921,FALSE
"GPT-5.6 Sol","Stochastic frontier",155,11.4129163261633,FALSE
"GPT-5.6 Sol","Stochastic frontier",156,11.4128951404341,FALSE
"GPT-5.6 Sol","Stochastic frontier",157,9.69964505436279,FALSE
"GPT-5.6 Sol","Stochastic frontier",158,11.3420116612494,FALSE
"GPT-5.6 Sol","Stochastic frontier",159,9.63081000423906,FALSE
"GPT-5.6 Sol","Stochastic frontier",160,10.6559192446968,FALSE
"GPT-5.6 Sol","Stochastic frontier",161,9.76522824340854,FALSE
"GPT-5.6 Sol","Stochastic frontier",162,12.1100008497005,FALSE
"GPT-5.6 Sol","Stochastic frontier",163,10.1173805747002,FALSE
"GPT-5.6 Sol","Stochastic frontier",164,10.5715013512795,FALSE
"GPT-5.6 Sol","Stochastic frontier",165,10.0748252745393,FALSE
"GPT-5.6 Sol","Stochastic frontier",166,10.515031253843,FALSE
"GPT-5.6 Sol","Stochastic frontier",167,10.4210342697039,FALSE
"GPT-5.6 Sol","Stochastic frontier",168,10.8366929394115,FALSE
"GPT-5.6 Sol","Stochastic frontier",169,10.1360079350664,FALSE
"GPT-5.6 Sol","Stochastic frontier",170,10.928989742253,FALSE
"GPT-5.6 Sol","Stochastic frontier",171,10.7876024303646,FALSE
"GPT-5.6 Sol","Stochastic frontier",172,10.5151249268573,FALSE
"GPT-5.6 Sol","Stochastic frontier",173,9.98095133564886,FALSE
"GPT-5.6 Sol","Stochastic frontier",174,10.6528141610735,FALSE
"GPT-5.6 Sol","Stochastic frontier",175,10.5223433147246,FALSE
"GPT-5.6 Sol","Stochastic frontier",176,10.5148368150753,FALSE
"GPT-5.6 Sol","Stochastic frontier",177,10.4057144682284,FALSE
"GPT-5.6 Sol","Stochastic frontier",178,10.4057144684174,FALSE
"GPT-5.6 Sol","Stochastic frontier",179,11.3420116612117,FALSE
"GPT-5.6 Sol","Stochastic frontier",180,10.9222727805851,FALSE
"GPT-5.6 Sol","Stochastic frontier",181,9.76493400528592,FALSE
"GPT-5.6 Sol","Stochastic frontier",182,10.9499392635481,FALSE
"GPT-5.6 Sol","Stochastic frontier",183,10.8042512687531,FALSE
"GPT-5.6 Sol","Stochastic frontier",184,9.48952688584539,FALSE
"GPT-5.6 Sol","Stochastic frontier",185,9.97854017569419,FALSE
"GPT-5.6 Sol","Stochastic frontier",186,10.0838607043662,FALSE
"GPT-5.6 Sol","Stochastic frontier",187,11.342057641561,FALSE
"GPT-5.6 Sol","Stochastic frontier",188,9.76473923330995,FALSE
"GPT-5.6 Sol","Stochastic frontier",189,9.44847561869101,FALSE
"GPT-5.6 Sol","Stochastic frontier",190,10.1572705281439,FALSE
"GPT-5.6 Sol","Stochastic frontier",191,10.7605108556461,FALSE
"GPT-5.6 Sol","Stochastic frontier",192,10.6557622706248,FALSE
"GPT-5.6 Sol","Stochastic frontier",193,11.7274043266351,FALSE
"GPT-5.6 Sol","Stochastic frontier",194,10.1576552604142,FALSE
"GPT-5.6 Sol","Stochastic frontier",195,10.1358214461048,FALSE
"GPT-5.6 Sol","Stochastic frontier",196,11.2428139908154,FALSE
"GPT-5.6 Sol","Stochastic frontier",197,10.0838190358986,FALSE
"GPT-5.6 Sol","Stochastic frontier",198,9.98102710701267,FALSE
"GPT-5.6 Sol","Stochastic frontier",199,10.4566459236678,FALSE
"GPT-5.6 Sol","Stochastic frontier",200,12.4343653062966,FALSE
"GPT-5.6 Sol","Spike + contention",1,10.9257225266804,FALSE
"GPT-5.6 Sol","Spike + contention",2,9.82023737388,FALSE
"GPT-5.6 Sol","Spike + contention",3,12.5793808411071,FALSE
"GPT-5.6 Sol","Spike + contention",4,10.3856612192348,FALSE
"GPT-5.6 Sol","Spike + contention",5,9.80489305152635,FALSE
"GPT-5.6 Sol","Spike + contention",6,10.3242097794132,FALSE
"GPT-5.6 Sol","Spike + contention",7,9.8201574463552,FALSE
"GPT-5.6 Sol","Spike + contention",8,9.78383120222715,FALSE
"GPT-5.6 Sol","Spike + contention",9,10.5918834651115,FALSE
"GPT-5.6 Sol","Spike + contention",10,10.3198104462721,FALSE
"GPT-5.6 Sol","Spike + contention",11,9.8201574495594,FALSE
"GPT-5.6 Sol","Spike + contention",12,10.3464382496626,FALSE
"GPT-5.6 Sol","Spike + contention",13,9.64829230250735,FALSE
"GPT-5.6 Sol","Spike + contention",14,10.2136908952779,FALSE
"GPT-5.6 Sol","Spike + contention",15,9.92477794228304,FALSE
"GPT-5.6 Sol","Spike + contention",16,11.0292063336578,FALSE
"GPT-5.6 Sol","Spike + contention",17,10.1548056472203,FALSE
"GPT-5.6 Sol","Spike + contention",18,9.82033723307006,FALSE
"GPT-5.6 Sol","Spike + contention",19,10.3929690119675,FALSE
"GPT-5.6 Sol","Spike + contention",20,11.0288424772774,FALSE
"GPT-5.6 Sol","Spike + contention",21,9.81735743654104,FALSE
"GPT-5.6 Sol","Spike + contention",22,10.3313665687159,FALSE
"GPT-5.6 Sol","Spike + contention",23,9.92463291414965,FALSE
"GPT-5.6 Sol","Spike + contention",24,9.75726073921807,FALSE
"GPT-5.6 Sol","Spike + contention",25,10.3202237627907,FALSE
"GPT-5.6 Sol","Spike + contention",26,10.6400803477264,FALSE
"GPT-5.6 Sol","Spike + contention",27,10.1548055577456,FALSE
"GPT-5.6 Sol","Spike + contention",28,8.31124311134773,TRUE
"GPT-5.6 Sol","Spike + contention",29,10.3313629185035,FALSE
"GPT-5.6 Sol","Spike + contention",30,10.3706909945583,FALSE
"GPT-5.6 Sol","Spike + contention",31,9.81791927425787,FALSE
"GPT-5.6 Sol","Spike + contention",32,10.5919172681525,FALSE
"GPT-5.6 Sol","Spike + contention",33,9.64788370334743,FALSE
"GPT-5.6 Sol","Spike + contention",34,9.81769861777424,FALSE
"GPT-5.6 Sol","Spike + contention",35,10.8559533864251,FALSE
"GPT-5.6 Sol","Spike + contention",36,10.8558336764816,FALSE
"GPT-5.6 Sol","Spike + contention",37,9.82015304488536,FALSE
"GPT-5.6 Sol","Spike + contention",38,10.6207142538589,FALSE
"GPT-5.6 Sol","Spike + contention",39,9.92507923952751,FALSE
"GPT-5.6 Sol","Spike + contention",40,10.3412498015332,FALSE
"GPT-5.6 Sol","Spike + contention",41,10.3196509654133,FALSE
"GPT-5.6 Sol","Spike + contention",42,10.4373833040106,FALSE
"GPT-5.6 Sol","Spike + contention",43,10.5916075885364,FALSE
"GPT-5.6 Sol","Spike + contention",44,10.2308297688807,FALSE
"GPT-5.6 Sol","Spike + contention",45,10.6207073557401,FALSE
"GPT-5.6 Sol","Spike + contention",46,10.6237183328919,FALSE
"GPT-5.6 Sol","Spike + contention",47,10.7531272418484,FALSE
"GPT-5.6 Sol","Spike + contention",48,9.45847996848491,FALSE
"GPT-5.6 Sol","Spike + contention",49,10.5986425408794,FALSE
"GPT-5.6 Sol","Spike + contention",50,10.1249452948146,FALSE
"GPT-5.6 Sol","Spike + contention",51,10.1473200901751,FALSE
"GPT-5.6 Sol","Spike + contention",52,10.6205671889751,FALSE
"GPT-5.6 Sol","Spike + contention",53,10.2345725080932,FALSE
"GPT-5.6 Sol","Spike + contention",54,10.6952461732566,FALSE
"GPT-5.6 Sol","Spike + contention",55,10.6205671385441,FALSE
"GPT-5.6 Sol","Spike + contention",56,9.56450691566473,FALSE
"GPT-5.6 Sol","Spike + contention",57,9.97717898089727,FALSE
"GPT-5.6 Sol","Spike + contention",58,10.7647186515083,FALSE
"GPT-5.6 Sol","Spike + contention",59,10.3930859387489,FALSE
"GPT-5.6 Sol","Spike + contention",60,10.2138260270469,FALSE
"GPT-5.6 Sol","Spike + contention",61,10.4984326677648,FALSE
"GPT-5.6 Sol","Spike + contention",62,10.0225425589491,FALSE
"GPT-5.6 Sol","Spike + contention",63,10.169257554194,FALSE
"GPT-5.6 Sol","Spike + contention",64,10.1590839538897,FALSE
"GPT-5.6 Sol","Spike + contention",65,10.3462857184973,FALSE
"GPT-5.6 Sol","Spike + contention",66,10.4874706211781,FALSE
"GPT-5.6 Sol","Spike + contention",67,10.6205672028126,FALSE
"GPT-5.6 Sol","Spike + contention",68,10.362062327936,FALSE
"GPT-5.6 Sol","Spike + contention",69,10.2308300717823,FALSE
"GPT-5.6 Sol","Spike + contention",70,10.3463611016028,FALSE
"GPT-5.6 Sol","Spike + contention",71,10.4485300614353,FALSE
"GPT-5.6 Sol","Spike + contention",72,10.1509674449153,FALSE
"GPT-5.6 Sol","Spike + contention",73,10.2545378772949,FALSE
"GPT-5.6 Sol","Spike + contention",74,10.2545378927576,FALSE
"GPT-5.6 Sol","Spike + contention",75,10.2347104770293,FALSE
"GPT-5.6 Sol","Spike + contention",76,10.4984326679894,FALSE
"GPT-5.6 Sol","Spike + contention",77,10.3314186753507,FALSE
"GPT-5.6 Sol","Spike + contention",78,10.4987252158586,FALSE
"GPT-5.6 Sol","Spike + contention",79,10.4522003733071,FALSE
"GPT-5.6 Sol","Spike + contention",80,10.1698371124983,FALSE
"GPT-5.6 Sol","Spike + contention",81,10.3298938218855,FALSE
"GPT-5.6 Sol","Spike + contention",82,10.1254386052715,FALSE
"GPT-5.6 Sol","Spike + contention",83,10.5987408348908,FALSE
"GPT-5.6 Sol","Spike + contention",84,10.3210239652267,FALSE
"GPT-5.6 Sol","Spike + contention",85,10.159084490608,FALSE
"GPT-5.6 Sol","Spike + contention",86,10.1692599663219,FALSE
"GPT-5.6 Sol","Spike + contention",87,9.82023712267954,FALSE
"GPT-5.6 Sol","Spike + contention",88,10.49872491282,FALSE
"GPT-5.6 Sol","Spike + contention",89,10.8558324221433,FALSE
"GPT-5.6 Sol","Spike + contention",90,10.3930860601906,FALSE
"GPT-5.6 Sol","Spike + contention",91,9.81721262351124,FALSE
"GPT-5.6 Sol","Spike + contention",92,10.1473408285715,FALSE
"GPT-5.6 Sol","Spike + contention",93,10.425172642362,FALSE
"GPT-5.6 Sol","Spike + contention",94,10.7359670233916,FALSE
"GPT-5.6 Sol","Spike + contention",95,10.4047341618573,FALSE
"GPT-5.6 Sol","Spike + contention",96,10.2542114266169,FALSE
"GPT-5.6 Sol","Spike + contention",97,10.4028310457437,FALSE
"GPT-5.6 Sol","Spike + contention",98,10.6237186308156,FALSE
"GPT-5.6 Sol","Spike + contention",99,9.73862988678897,TRUE
"GPT-5.6 Sol","Spike + contention",100,10.2542116007318,FALSE
"GPT-5.6 Sol","Spike + contention",101,9.72706470347692,FALSE
"GPT-5.6 Sol","Spike + contention",102,9.97739247321197,FALSE
"GPT-5.6 Sol","Spike + contention",103,10.4522003733071,FALSE
"GPT-5.6 Sol","Spike + contention",104,11.0291425258425,FALSE
"GPT-5.6 Sol","Spike + contention",105,10.393064996909,FALSE
"GPT-5.6 Sol","Spike + contention",106,10.1527312779612,FALSE
"GPT-5.6 Sol","Spike + contention",107,11.0292063336578,FALSE
"GPT-5.6 Sol","Spike + contention",108,10.6400858707027,FALSE
"GPT-5.6 Sol","Spike + contention",109,10.1509674452332,FALSE
"GPT-5.6 Sol","Spike + contention",110,10.1529891941727,FALSE
"GPT-5.6 Sol","Spike + contention",111,10.4984320299838,FALSE
"GPT-5.6 Sol","Spike + contention",112,10.1550157874503,FALSE
"GPT-5.6 Sol","Spike + contention",113,10.1703314436785,FALSE
"GPT-5.6 Sol","Spike + contention",114,10.2448007414289,FALSE
"GPT-5.6 Sol","Spike + contention",115,10.370690974463,FALSE
"GPT-5.6 Sol","Spike + contention",116,10.3196211596029,FALSE
"GPT-5.6 Sol","Spike + contention",117,10.7632532478938,FALSE
"GPT-5.6 Sol","Spike + contention",118,9.82023642156125,FALSE
"GPT-5.6 Sol","Spike + contention",119,10.4485794341499,FALSE
"GPT-5.6 Sol","Spike + contention",120,9.8048930510225,FALSE
"GPT-5.6 Sol","Spike + contention",121,9.820157496705,FALSE
"GPT-5.6 Sol","Spike + contention",122,10.2305671237856,FALSE
"GPT-5.6 Sol","Spike + contention",123,10.4488026358822,FALSE
"GPT-5.6 Sol","Spike + contention",124,10.4874500626368,FALSE
"GPT-5.6 Sol","Spike + contention",125,10.433793633573,FALSE
"GPT-5.6 Sol","Spike + contention",126,10.4871701937763,FALSE
"GPT-5.6 Sol","Spike + contention",127,10.8558327045408,FALSE
"GPT-5.6 Sol","Spike + contention",128,10.3242090219224,FALSE
"GPT-5.6 Sol","Spike + contention",129,9.92458771196409,FALSE
"GPT-5.6 Sol","Spike + contention",130,10.3298411562726,FALSE
"GPT-5.6 Sol","Spike + contention",131,10.4251726505809,FALSE
"GPT-5.6 Sol","Spike + contention",132,10.6400803477264,FALSE
"GPT-5.6 Sol","Spike + contention",133,10.4047088108694,FALSE
"GPT-5.6 Sol","Spike + contention",134,9.80816811956032,FALSE
"GPT-5.6 Sol","Spike + contention",135,10.2136692682657,FALSE
"GPT-5.6 Sol","Spike + contention",136,9.81791934125672,FALSE
"GPT-5.6 Sol","Spike + contention",137,11.0291271465518,FALSE
"GPT-5.6 Sol","Spike + contention",138,10.1473199994722,FALSE
"GPT-5.6 Sol","Spike + contention",139,12.8247256231946,FALSE
"GPT-5.6 Sol","Spike + contention",140,9.81848561563986,FALSE
"GPT-5.6 Sol","Spike + contention",141,10.6204086995124,FALSE
"GPT-5.6 Sol","Spike + contention",142,10.4046525765842,FALSE
"GPT-5.6 Sol","Spike + contention",143,8.05001281794642,FALSE
"GPT-5.6 Sol","Spike + contention",144,10.4340297863722,FALSE
"GPT-5.6 Sol","Spike + contention",145,9.92468307675817,FALSE
"GPT-5.6 Sol","Spike + contention",146,10.1286121024652,FALSE
"GPT-5.6 Sol","Spike + contention",147,10.4987251239999,FALSE
"GPT-5.6 Sol","Spike + contention",148,10.3298246323247,FALSE
"GPT-5.6 Sol","Spike + contention",149,10.3464263360476,FALSE
"GPT-5.6 Sol","Spike + contention",150,10.764705058245,FALSE
"GPT-5.6 Sol","Spike + contention",151,12.1995041937078,TRUE
"GPT-5.6 Sol","Spike + contention",152,9.64842973406169,FALSE
"GPT-5.6 Sol","Spike + contention",153,10.4584122782323,FALSE
"GPT-5.6 Sol","Spike + contention",154,10.1642668803359,FALSE
"GPT-5.6 Sol","Spike + contention",155,9.31309912723073,FALSE
"GPT-5.6 Sol","Spike + contention",156,10.3706909606394,FALSE
"GPT-5.6 Sol","Spike + contention",157,10.8666923704869,FALSE
"GPT-5.6 Sol","Spike + contention",158,10.7633257864671,FALSE
"GPT-5.6 Sol","Spike + contention",159,9.75741524144414,FALSE
"GPT-5.6 Sol","Spike + contention",160,9.31300974431441,FALSE
"GPT-5.6 Sol","Spike + contention",161,10.3464918429302,FALSE
"GPT-5.6 Sol","Spike + contention",162,10.1812839935201,FALSE
"GPT-5.6 Sol","Spike + contention",163,9.92507923952751,FALSE
"GPT-5.6 Sol","Spike + contention",164,9.80474927975577,FALSE
"GPT-5.6 Sol","Spike + contention",165,9.87202902340395,FALSE
"GPT-5.6 Sol","Spike + contention",166,10.3241638955733,FALSE
"GPT-5.6 Sol","Spike + contention",167,9.92523887316499,FALSE
"GPT-5.6 Sol","Spike + contention",168,10.3313125731728,FALSE
"GPT-5.6 Sol","Spike + contention",169,10.234710153449,FALSE
"GPT-5.6 Sol","Spike + contention",170,10.2311485607164,FALSE
"GPT-5.6 Sol","Spike + contention",171,10.0030836357541,FALSE
"GPT-5.6 Sol","Spike + contention",172,10.6952129546231,FALSE
"GPT-5.6 Sol","Spike + contention",173,10.6236925990163,FALSE
"GPT-5.6 Sol","Spike + contention",174,10.4374604906007,FALSE
"GPT-5.6 Sol","Spike + contention",175,7.98174506502921,FALSE
